date,amount,currency,merchant,description,id,reportedBalance
22/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:032123 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094347589383 EED:230322 IND ID:230321164521E8A IND NAME:GOLD DRIP TRN: 0817589383TC,,qDmgvNmZQMILbxMALE3piwKoeerykpT1z107o,-3291.16
22/03/2023,2605.82,USD,ORIG CO NAME:MOLLIE LLC ORIG ID:9844260260 DESC DATE: CO ENTRY DESCR:ACH PaymenSEC:CCD TRACE#:021201387234139 EED:230322 IND ID:OW90436 IND NAME:Gold Drip LLC TRN: 0817234139TC,,kX1jnQ1D9EUpxB4mpyLKhO3b77ov15Sbrberw,-3291.16
22/03/2023,-1400,USD,CASH APP*DIANA LANG 8774174551 CA 03/21,,Koq4a1q6njtrm0pRrenwuEM4ZZwRoaSyeyo6D,-3291.16
21/03/2023,2151.59,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230320 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084808711746 EED:230321 IND ID:1W66ODY55IFZAW3 IND NAME:Gold Drip TRN: 0808711746TC,,9OZ8mrZn45hrx4kqrmzLsX4Nk316DjF6JmeMj,1476.48
21/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:032023 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094348716838 EED:230321 IND ID:230320164521DJ7 IND NAME:GOLD DRIP TRN: 0808716838TC,,v3jE0Xj7wMUzbLMRzJvyHB79ZODM3etpPdxyL,1476.48
21/03/2023,1344.62,USD,ORIG CO NAME:ACIMA14567975 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592429487 EED:230321 IND ID:E3ECFD91D10C401 IND NAME: 8012971982 TRN: 0802429487TC,,bgVjX7VqxQTBbPOnBoYgfZ71VRYQNzHPa5EQZ,1476.48
21/03/2023,2145,USD,ORIG CO NAME:ACIMA14570495 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592429333 EED:230321 IND ID:DBE58F2F44294EC IND NAME: 8012971982 TRN: 0802429333TC,,7VJOb0JZj8UAaoy4AjRnSwRdAkPqjZC8ZxV9N,1476.48
21/03/2023,500,USD,Zelle payment from DIANA LANGUMASFERREIRA BACjlh04izl3,,JXP4xDPwQ0Uj1Bqzj0PnsZVpPmzyq0H038JLy,1476.48
21/03/2023,-31.77,USD,APPLE.COM/BILL CA 03/20,,4VmZQkmzAaUY5mqJYeEwhAmpknPOMBSDzBPLb,1476.48
21/03/2023,-448.75,USD,Zelle payment to rel JPM999ubmw31,,BpMO8bM1gqHB1YJRBzdjfjVLBQg3KrUvR0PDq,1476.48
21/03/2023,-2,USD,6506 WYOMISSING FITNESS WYOMISSING PA 03/20,,r1kRVYkZnMiNbdMwNJy0hJ57gweMqzUrjpq9y,1476.48
21/03/2023,-135,USD,Zelle payment to samantha 16884389547,,Poka9ykM6Jt8LpAZ8qkOHx9qOL3dyzIO580zg,1476.48
21/03/2023,2031.02,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230320 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084808711676 EED:230321 IND ID:2K45944UFZSMPYS IND NAME:Gold Drip TRN: 0808711676TC,,gMwjVQwdoEiPDkv0P6ZMFr14eObyZ7C6E5ep5,1476.48
21/03/2023,716.45,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230320 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084808711706 EED:230321 IND ID:17DMKWN9VR606P2 IND NAME:Gold Drip TRN: 0808711706TC,,5zaN8Aa9vmFmNpBnmo5JhDman3bvOwFNmgjpx,1476.48
21/03/2023,-50,USD,CASH APP*DULAURY FE 8774174551 CA 03/20,,j5DjVQDL7EhkyRrmk368igN796rjVYFvkrgzz,1476.48
21/03/2023,1050,USD,ORIG CO NAME:ACIMA14541748 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592429541 EED:230321 IND ID:3E6FA74EF6604D7 IND NAME: 8012971982 TRN: 0802429541TC,,o63kvQ3oEYtN8LEbN5mohPegJ1DNMptr06mzE,1476.48
21/03/2023,-12.5,USD,Dollar Tree,,1E0me309yjcX98DmXErAfb1ZQeJd56HYrJzk8,1476.48
21/03/2023,660,USD,Zelle payment from JENNIFHER ESTEVEZ RODRIGUEZ CTIJq5WCdVoc,,Z58Q7x8bkEh9AYwP9MpZS74goXkJQMi8PDYZw,1476.48
21/03/2023,-250,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Mar 21 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015094080343 EED:230321 IND ID: IND NAME:GOLDDRIP TRN: 0804080343TC,,Koq4a1q6njtrm0pRrenYsVZ5nOdJkKIyKBaV0,1476.48
21/03/2023,5096,USD,ORIG CO NAME:MOLLIE LLC ORIG ID:9844260260 DESC DATE: CO ENTRY DESCR:ACH PaymenSEC:CCD TRACE#:021201389269820 EED:230321 IND ID:OW90436 IND NAME:Gold Drip LLC TRN: 0809269820TC,,V54x9j4bBEh73VaR7xpZcvnM9mz1Q3fnJm1pZ,1476.48
21/03/2023,300,USD,Zelle payment from JESUS LOPEZ WFCT0R4MGYG8,,xK4EvQ4VLMidebMJdDpwSLQ59BX8z0Cmp4w6Z,1476.48
21/03/2023,126.01,USD,CASH APP*CASH OUT VISA DIRECT CA 114149 03/21,,a59ojg9yaEhr1aB7rD9psR86qXoDPxFK3gJD8,1476.48
21/03/2023,-5000,USD,Zelle payment to Awadfinejewelry JPM999ubd188,,ykaE9QaADMcwbkM0wNrquLnK35xMN7CRPnezk,1476.48
21/03/2023,-2300,USD,Zelle payment to JoeRodeo 16883185887,,qDmgvNmZQMILbxMALE3OcaezX9OM0RT15LmK8,1476.48
21/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:032023 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094348716836 EED:230321 IND ID:230320164520PR5 IND NAME:GOLD DRIP TRN: 0808716836TC,,0evk8Bvx30fjQBLKj0JNsenzdyVpPwH9BKZ7Y,1476.48
21/03/2023,-500,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Mar 21 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015099487890 EED:230321 IND ID:DEB1055900 IND NAME:GOLDDRIPLLC TRN: 0809487890TC,,kX1jnQ1D9EUpxB4mpyLwue7qYwxZ4mHbZAzPz,1476.48
21/03/2023,560,USD,ORIG CO NAME:ACIMA14574784 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592429313 EED:230321 IND ID:BA0AF15731D4403 IND NAME: 8012971982 TRN: 0802429313TC,,8V8nNj8OrZUqdKXAq8Ogu1YakP0zpmHYk3b6n,1476.48
21/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:032023 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094348716839 EED:230321 IND ID:230320164521Y9S IND NAME:GOLD DRIP TRN: 0808716839TC,,AVOREoODbPUqKBxPqQN1uNMpewXE7atwxErp3,1476.48
21/03/2023,-5000,USD,WITHDRAWAL 03/21,,3VrN8Kr9k4Uo1MPQomgxczwkQRE0d7fPMj3vM,1476.48
20/03/2023,2500,USD,Zelle payment from GOTA DE ORO WHOLESALE LLC 16872944620,,wyrEOQrx6MIQbLMjQX00H4Zq4pVpbofvzx4N5,-57.96
20/03/2023,-458.25,USD,ORIG CO NAME:VZ WIRELESS VE ORIG ID:0000751800 DESC DATE:230320 CO ENTRY DESCR:VZW WEBPAYSEC:WEB TRACE#:021000027345169 EED:230320 IND ID:6832127 IND NAME:DULAURY *FERREIRA TRN: 0797345169TC,,nwBrVQBZMni07vMY0BPPIEJzEL9LdAFpvYmZy,-57.96
20/03/2023,-44.34,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976360998856 EED:230320 IND ID: I9XG82YM7 IND NAME:gold drip llc TRN: 0790998856TC",,V54x9j4bBEh73VaR7xppINveN373pjHj3d0g9,-57.96
20/03/2023,-4.23,USD,Pixocial Mountain View CA 911093 03/20,,9OZ8mrZn45hrx4kqrmzzUBXQBjEjVqCxqLNEp,-57.96
20/03/2023,2840,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230319 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016939415229 EED:230320 IND ID:14195-119 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0799415229TC,,6Vx7mvx90JUMmA3yMOLLU90V9OmOPrUNzDJRb,-57.96
20/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031723 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094346806489 EED:230320 IND ID:230317164517ONH IND NAME:GOLD DRIP TRN: 0796806489TC,,ezEbmQEBZpF1vgkz1d99CBOVBKPK7dCbgPvOB,-57.96
20/03/2023,-2300,USD,Zelle payment to Gota De Oro 16873473270,,RovK9kvMDZt51xpO54vvfM6vM535jqtqmp67L,-57.96
20/03/2023,2368,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230319 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016939415000 EED:230320 IND ID:14195-118 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0799415000TC,,d5MjVzMq8phVqgKOVxnnSY1pYBMBJbcQ6wnOa,-57.96
20/03/2023,-291.16,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976360998854 EED:230320 IND ID: IYO62Y872 IND NAME:gold drip llc TRN: 0790998854TC",,Eow4a9wYVytK3a69K0wwHQ6LQr9rXntnbeKRK,-57.96
20/03/2023,-250,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Mar 20 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015096983678 EED:230320 IND ID: IND NAME:GOLDDRIP TRN: 0796983678TC,,pLyVjnyORMHLbxMyL4BBI8O98YqYnJH4xX0ok,-57.96
20/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031723 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094346806491 EED:230320 IND ID:230317164518F13 IND NAME:GOLD DRIP TRN: 0796806491TC,,X5xo94xbyEhVK4JoV7QQSPq3PxbxjaFaLDBgo,-57.96
20/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031723 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094346806490 EED:230320 IND ID:2303171645187AM IND NAME:GOLD DRIP TRN: 0796806490TC,,NoyX9By1datewLKZenyyUneAnY5YErUL7gBDV,-57.96
20/03/2023,-2000,USD,ONLINE DOMESTIC WIRE TRANSFER A/C: BERKSHIRE REALTY LLC GREAT NECK NY 11021-3309 US TRN: 3291143079ES 03/20,,QoA7mKAML8tZnovwZOAASYQjYMbMa4c4q5Q1K,-57.96
20/03/2023,480,USD,Zelle payment from JENNIFER MARTINEZ 20B01U37DKH5,,mdq8nQqXOEIo4nOxoD11IvQRv6X60MHvnA5jn,-57.96
20/03/2023,-500,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Mar 20 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015096700363 EED:230320 IND ID:DEB1053456 IND NAME:GOLDDRIPLLC TRN: 0796700363TC,,YQJoRaJbKEIAkdORANVVFmokmnxn0AFqX46Ob,-57.96
20/03/2023,-208.84,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976360998853 EED:230320 IND ID: IABZ2KOPX IND NAME:gold drip llc TRN: 0790998853TC",,ME3bOq3DX4cad8yMan33IZwEZAmAzpUpa7Ar6,-57.96
20/03/2023,-205.66,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976360998855 EED:230320 IND ID: IXB678PZG IND NAME:gold drip llc TRN: 0790998855TC",,OoK4m3KMwxtJ6EkbJrRRsM7eMYvY9gtgvz7Ed,-57.96
20/03/2023,195,USD,Zelle payment from LESCHLY ARACENALUZON PNCAA0Edb83h,,zAxEpQxZ1MF6QkMR6aggCB43Bz7zjOCnD1wrr,-57.96
17/03/2023,-58.29,USD,ADOBE *800-833-6687 ADOBE.LY/ENUS CA 03/17,,7VJOb0JZj8UAaoy4AjRdtVzjpdaxQLt89MbpO,-3344.71
17/03/2023,-5,USD,CASH APP*DULAURY FE 8774174551 CA 03/16,,gMwjVQwdoEiPDkv0P6Zdc0RZD43oxmF6pwrnv,-3344.71
17/03/2023,50,USD,Zelle payment from PERLA E BEATO DE CACERES 16846013891,,9OZ8mrZn45hrx4kqrmz6fpnDaNLZEBC6MjvwX,-3344.71
16/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031523 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094341823551 EED:230316 IND ID:230315164523LTT IND NAME:GOLD DRIP TRN: 0751823551TC,,a59ojg9yaEhr1aB7rD9PtLaBLJYQZxUKjAkvz,-4023.43
16/03/2023,-5250,USD,Zelle payment to Gota De Oro 16840688480,,0evk8Bvx30fjQBLKj0JdtRxaRQO0Jwf9e4nk5,-4023.43
16/03/2023,-500,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Mar 16 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015092700876 EED:230316 IND ID:DEB1048408 IND NAME:GOLDDRIPLLC TRN: 0752700876TC,,r1kRVYkZnMiNbdMwNJymcnKZn18NkzfrZL46e,-4023.43
16/03/2023,-611.09,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976369825263 EED:230316 IND ID: IZRNRY668 IND NAME:gold drip llc TRN: 0759825263TC",,v3jE0Xj7wMUzbLMRzJvAiK0oKdvpreupMq19Y,-4023.43
16/03/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Mar 16 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015098866832 EED:230316 IND ID: IND NAME:GOLDDRIP TRN: 0758866832TC,,JXP4xDPwQ0Uj1Bqzj0POtBxnB15Kr0I094ZaV,-4023.43
16/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031523 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094341823552 EED:230316 IND ID:230315164523OLQ IND NAME:GOLD DRIP TRN: 0751823552TC,,4VmZQkmzAaUY5mqJYeEaFveEvrXyqBHDAo5K7,-4023.43
16/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031523 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094341823548 EED:230316 IND ID:230315164522J9D IND NAME:GOLD DRIP TRN: 0751823548TC,,xK4EvQ4VLMidebMJdDpYIZkqZYmPV0CmRb05g,-4023.43
16/03/2023,12565,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230315 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016932689548 EED:230316 IND ID:14195DF03152023 IND NAME:GOLD DRIP LLC CUSTOMER CREDITS TRN: 0752689548TC,,8V8nNj8OrZUqdKXAq8OBf7vV7EbrZmSY1EeO9,-4023.43
16/03/2023,-5000,USD,ONLINE DOMESTIC WIRE TRANSFER VIA: BK AMER NYC/026009593 A/C: KUNDAN JEWELLERS INC NEW YORK NY 10036 US IMAD: 0316B1QGC01C000668 TRN: 3379133074ES 03/16,,j5DjVQDL7EhkyRrmk36jHymRy5vxaYhvZnPd3,-4023.43
16/03/2023,-34.85,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976369825269 EED:230316 IND ID: IV868WBEG IND NAME:gold drip llc TRN: 0759825269TC",,AVOREoODbPUqKBxPqQNrfBg8BZ9RdaIwNA1vb,-4023.43
15/03/2023,-23.29,USD,APPLE.COM/BILL CA 03/14,,X5xo94xbyEhVK4JoV7QDc4oR4b5nvxUzrN17E,749.52
15/03/2023,-500,USD,Zelle payment to Awadfinejewelry JPM999u2z7qs,,gMwjVQwdoEiPDkv0P6Z9hd0pdx6BE7I6XjwZx,749.52
15/03/2023,-28,USD,Champs Sports,,V54x9j4bBEh73VaR7xpAUVRbV7gxZ3InOMAQv,749.52
15/03/2023,-3.39,USD,WAWA 286 SINKING SPRIN PA 03/14,,ezEbmQEBZpF1vgkz1d9yFyzwyP49jKh4x3qjO,749.52
15/03/2023,-4130.34,USD,SHOPIFY* 164041796 HTTPSSHOPIFY. IL 03/14,,nwBrVQBZMni07vMY0BPAU4Rg49jKwLUjQkP8r,749.52
15/03/2023,-149,USD,DEBUTIFY MONTREAL QC 03/14,,QoA7mKAML8tZnovwZOAdcowNob0x3Mh9yxBkm,749.52
15/03/2023,-49.82,USD,WAWA 287 WESCOSVILLE PA 554765 03/15,,bgVjX7VqxQTBbPOnBoYKurn6rxApBzCP6zyAa,749.52
15/03/2023,-1000,USD,Zelle payment to Awadfinejewelry JPM999u3avts,,o63kvQ3oEYtN8LEbN5mJcE0QE5rAVpSrJEeaZ,749.52
15/03/2023,-500,USD,Zelle payment to Joe 16830884177,,OoK4m3KMwxtJ6EkbJrRLiEbwEvymLYSpoOBM7,749.52
15/03/2023,-250,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Mar 15 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015098048993 EED:230315 IND ID: IND NAME:GOLDDRIP TRN: 0748048993TC,,ME3bOq3DX4cad8yMan3PU8NB8m1q4AH0dKnQJ,749.52
15/03/2023,-3000,USD,Zelle payment to Awadfinejewelry JPM999u2ycee,,7VJOb0JZj8UAaoy4AjRqImVemQo7rZI83nMO1,749.52
15/03/2023,-500,USD,Zelle payment to Advance 100k 16837017180,,Z58Q7x8bkEh9AYwP9MpbINPaNj6dDMC84gBqX,749.52
15/03/2023,-170,USD,Zelle payment to JoeRodeo 16834822691,,5zaN8Aa9vmFmNpBnmo5aFxELxNzeVwfNDnP75,749.52
15/03/2023,-865,USD,Zelle payment to sheila JPM999u2yaml,,9OZ8mrZn45hrx4kqrmz5tvpAvEM5yjH6X9jae,749.52
15/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031423 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094341950790 EED:230315 IND ID:230314164516VRT IND NAME:GOLD DRIP TRN: 0741950790TC,,Eow4a9wYVytK3a69K0wrfadoa9kAjrsd6o0wA,749.52
15/03/2023,1100,USD,ORIG CO NAME:ACIMA14242252 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408591929744 EED:230315 IND ID:C99A6E86FFB9424 IND NAME: 8012971982 TRN: 0741929744TC,,zAxEpQxZ1MF6QkMR6agYFoL0o7MegzhMAbX4b,749.52
15/03/2023,-500,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Mar 15 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015091313906 EED:230315 IND ID:DEB1045983 IND NAME:GOLDDRIPLLC TRN: 0741313906TC,,RovK9kvMDZt51xpO54vKCxOrx3nJg5f9VZE8z,749.52
15/03/2023,-368,USD,TMOBILE*POSTPAID IVR WA 03/15,,pLyVjnyORMHLbxMyL4BDU0mR0qD15YUAewMOq,749.52
15/03/2023,341.9,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230314 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084801949627 EED:230315 IND ID:15T11RQXR7JLTXE IND NAME:Gold Drip TRN: 0741949627TC,,YQJoRaJbKEIAkdORANVMIjREjxLbOnFzeM8rX,749.52
15/03/2023,-25,USD,CASH APP*DULAURY FE 8774174551 CA 03/14,,NoyX9By1datewLKZeny1txZMx5vaNYfyY6MKk,749.52
14/03/2023,-5000,USD,ONLINE DOMESTIC WIRE TRANSFER VIA: VALLEY PASSAIC/021201383 A/C: RODEO OF NY NEW YORK NY 10036 US REF:/TIME/16:26 IMAD: 0314B1QGC08C038232 TRN: 3494543073ES 03/14,,ykaE9QaADMcwbkM0wNrLtRxR0yKQLLHRbwNPp,6670.44
14/03/2023,103.33,USD,ORIG CO NAME:AFFIRM INC ORIG ID:9729198001 DESC DATE:230314 CO ENTRY DESCR:PAYMENTS SEC:CCD TRACE#:021000020299130 EED:230314 IND ID:NMYHNC2E1WCZP5T IND NAME:Gold Drip TRN: 0730299130TC,,8V8nNj8OrZUqdKXAq8O0tb0bJKar11HYqoak9,6670.44
14/03/2023,1705,USD,ORIG CO NAME:ACIMA14497166 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095579 EED:230314 IND ID:A3DAD92246C849B IND NAME: 8012971982 TRN: 0732095579TC,,V54x9j4bBEh73VaR7xpKFgzgYoMxvvinoPN7v,6670.44
14/03/2023,1100,USD,ORIG CO NAME:ACIMA14503726 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095431 EED:230314 IND ID:CC4BEDDA07F3438 IND NAME: 8012971982 TRN: 0732095431TC,,gMwjVQwdoEiPDkv0P6Z7u6b6jP4BrrH6Yr1xx,6670.44
14/03/2023,-22.59,USD,WAWA 8124 WYOMISSING PA 03/12,,JXP4xDPwQ0Uj1Bqzj0PRI5z56ApKZZF0NKw3V,6670.44
14/03/2023,480.2,USD,ORIG CO NAME:ACIMA14490722 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095333 EED:230314 IND ID:993AEB20BBD747B IND NAME: 8012971982 TRN: 0732095333TC,,Z58Q7x8bkEh9AYwP9MpzC6k6n9gd77H85e6PX,6670.44
14/03/2023,1950,USD,Zelle payment from LILIAN NOVA CALDERON BAClnc637ovx,,RovK9kvMDZt51xpO54v9HnznQ0ZJ66H9jXDAz,6670.44
14/03/2023,2410,USD,ORIG CO NAME:ACIMA14491358 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095471 EED:230314 IND ID:8B0130ED2909420 IND NAME: 8012971982 TRN: 0732095471TC,,nwBrVQBZMni07vMY0BPjFj1jQY8KJJUjw1eLr,6670.44
14/03/2023,1787.66,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230313 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084802083218 EED:230314 IND ID:DBPM6EUFV30N1NE IND NAME:Gold Drip TRN: 0732083218TC,,ME3bOq3DX4cad8yMan34F1J1kbKqwwU0zv3mJ,6670.44
14/03/2023,-69.75,USD,REDNERS MKTS #77 WYOMISSING PA 547248 03/14,,3VrN8Kr9k4Uo1MPQomgkFaEaK9k6zzcPEXpMK,6670.44
14/03/2023,-500,USD,ORIG CO NAME:LIQUIDIBEE 1 LLC ORIG ID:1016207445 DESC DATE:031323 CO ENTRY DESCR:DIRECT PAYSEC:CCD TRACE#:114094342083997 EED:230314 IND ID:2303131659107XU IND NAME:GOLD DRIP TRN: 0732083997TC,,j5DjVQDL7EhkyRrmk36nUvrvok7xggfvaENk3,6670.44
14/03/2023,-500,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Mar 14 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015095568198 EED:230314 IND ID:DEB1043579 IND NAME:GOLDDRIPLLC TRN: 0735568198TC,,v3jE0Xj7wMUzbLMRzJvdcvDvwq9pBBfprw3PY,6670.44
14/03/2023,775,USD,ORIG CO NAME:ACIMA14475501 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095523 EED:230314 IND ID:7236E41CE78E45D IND NAME: 8012971982 TRN: 0732095523TC,,5zaN8Aa9vmFmNpBnmo5vfzbz8qaeDDfNYrkm5,6670.44
14/03/2023,1460,USD,ORIG CO NAME:ACIMA14487771 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095491 EED:230314 IND ID:3995BE1318744BC IND NAME: 8012971982 TRN: 0732095491TC,,9OZ8mrZn45hrx4kqrmzXIM1MmbN5XXU6Zvbpe,6670.44
14/03/2023,885.64,USD,ORIG CO NAME:AFFIRM INC ORIG ID:394440 DESC DATE:230313 CO ENTRY DESCR:AutoPay SEC:CCD TRACE#:124084802083358 EED:230314 IND ID:O2MDA6B4QOAT7GK IND NAME:Gold Drip TRN: 0732083358TC,,o63kvQ3oEYtN8LEbN5mxhrDrkbgAPPfrVRj3Z,6670.44
14/03/2023,2420,USD,ORIG CO NAME:ACIMA14493409 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095583 EED:230314 IND ID:D654DDC44C0E4E6 IND NAME: 8012971982 TRN: 0732095583TC,,pLyVjnyORMHLbxMyL4BnFDZDywA1OOHA5pkzq,6670.44
14/03/2023,-270,USD,Zelle payment to yaneliss 16823496505,,Koq4a1q6njtrm0pRrenNI4d4oB5QVVHyqORKy,6670.44
14/03/2023,-2500,USD,Zelle payment to JoeRodeo 16821329416,,kX1jnQ1D9EUpxB4mpyLMtbxb1pqkeeHbyk7Zv,6670.44
14/03/2023,3375,USD,ORIG CO NAME:ACIMA14495714 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095629 EED:230314 IND ID:D0BCD77E1E4F4AE IND NAME: 8012971982 TRN: 0732095629TC,,X5xo94xbyEhVK4JoV7Qdh5A58gNnqqFzZYmqE,6670.44
14/03/2023,-150,USD,FORMPIPER HTTPSFORMPIPE GA 03/13,,a59ojg9yaEhr1aB7rD93IYoYvr6QRRiKN0X3z,6670.44
14/03/2023,910,USD,ORIG CO NAME:ACIMA14484713 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095369 EED:230314 IND ID:6B98803F921C4B2 IND NAME: 8012971982 TRN: 0732095369TC,,bgVjX7VqxQTBbPOnBoYRsAYAD31pZZiPZk78a,6670.44
14/03/2023,2245,USD,ORIG CO NAME:ACIMA14488996 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408592095351 EED:230314 IND ID:F0FFDEBF0A884CD IND NAME: 8012971982 TRN: 0732095351TC,,QoA7mKAML8tZnovwZOAVh0Z0XkPxQQH9aAm0m,6670.44
