ComNum,Nested,Name (click to view profile),Profile ID,Date,Likes,Stars,Comment,(view source)
,170-6-2,Yossi Keret,ID: 100009752236292,13/04/2021 18:54,0,,מירי רבינוביץ המן,view comment
,170-9,Nir Yachini,ID: 100045321050330,13/04/2021 21:20,4,,"Sharon Yosfan ראש הממשלה (להזכיר לך, בעצמו אח שכול) משתמש בחיילים ליח""צ ובהרוגים לתעמולה??מאיפה הבאת את הטמטום הזה??התבלבלת לגמרי!השנאה, הרעל והרדיפה כלפיו, העבירו אתכם על דעתכם!",view comment
,170-11,Nitsi Tubul Spinzi,ID: 100000539627792,14/04/2021 11:41,2,,Sharon Yosfan גועל נפש של תגובה...??,view comment
,170-10,מגי כהן בר,ID: 1066143650,14/04/2021 19:20,0,,Sharon Yosfan הצורך להחליף את ביבי חייב להיות בקונצנזוס אחרת לא יגיע שינוי  . חייל הלום קרב שאמר השבוע לאביו שהוא מצטער שהתגייס   מהווה נורה אדומה לסכנה בה המדינה נמצאת .,view comment
171,,Orly Mordo,ID: 100000384700886,12/04/2021 18:10,2,,פשוט נורא!! אילו מחשבות עוברות בראש של שמיניסטים שרואים מקרים כאלו ןצריכים להתגייס אוטוטו או בראש של הורים שצריכים לשלוח את הילדים שלהם למסגרת שמפקירה את הפצועים שלה בשטח!?,view comment
172,,Rozi Davidyan Adv,ID: 100001176699273,12/04/2021 18:11,0,,"ממש עצוב ומביש,חבל שכך",view comment
173,,ניר יהב,ID: 100000665431932,12/04/2021 18:12,2,,זה הפרצוף של אגף השיקום ושל משרד הביטחון  ושל המדינה,view comment
174,,Shiran Tzizler,ID: 1122027789,12/04/2021 18:12,0,,עצוב ממש ??,view comment
175,,Israel Zilberman,ID: 1536229081,12/04/2021 18:12,1,,"פשוט בושה , בתור לוחם לשעבר, ואבא של לוחם אני מתבייש ",view comment
176,,אתי והבה יפרח,ID: 100001290045439,12/04/2021 18:12,39,,"ראיתי ובכיתי. המדינה מעדיפה אותנו מתים מאשר פצועים. עד מתי רשעים יעלוזו. כ""כ עצוב . הלוואי  שיחלים במהרה.",view comment
,176-1,חית אורון,ID: 100002458069793,12/04/2021 20:19,3,,"אתי והבה יפרח זו לא המדינה מפקירה. זו הממשלה. מדיניות מכוונת כל כך הרבה שנים. יש לנו מדינה נהדרת, צריך להפריד בין הממשלה המחורבת וראש ממשלה מעל עשור שלא עשה דבר לטובת אלו ששילמו בגופם ובנפשם למען המדינה",view comment
,176-2,יוסי סקורי,ID: 100000531307861,13/04/2021 04:51,1,,אתי והבה יפרח נכון ומי שלא צריך מקבל במדינה הזו הכל כאן הפוך אין צדק מי שמשרת אוכל אותה ,view comment
,176-3,אשר פרידמן,ID: 100000647951727,13/04/2021 10:35,2,,"כבר 14 שנה ברציפות, כל חברי הכנסת ה'צדיקים הגדולים' מ-'הליכוד' מ-'ימינה' מ-'הבית היהודי' מ-'הציונות הדתית' מ-'יהדות התורה' ו-מ-'ש""ס', מצביעים שוב ושוב נגד הצעות חוק להעלאת הקיצבה החודשית של הנכים ושל הקשישים העניים שאין להם שום מקור הכנסה למחייה ולדיור. ביבי הוא הראשון שהעז לגזול מהנכים ומהקשישים העניים את פת הלחם, כשנבחר לראשות הממשלה בשנת 1996 בזמן שהיה גם שר אוצר בטרם מינה מישהו אחר לתפקיד, כשביטל לנכים ולקשישים העניים את ההצמדה בקיצבה החודשית. מאז ועד היום נשאר סכום הקיצבה כמעט ללא שינוי. הקיצבה אמורה להספיק לאדם נכה או קשיש חסר כל, גם לתשלום שכר דירה וגם לתשלום חשמל, מים, ארנונה, תרופות וכו' ואחרי כל זה כבר לא נשארת פרוטה אחת לאוכל וכך נאלצים הנכים והקשישים העניים לחיות בבושה מתרומות של עמותות המנוהלות על ידי עסקנים שדואגים בעיקר לעצמם. איפה היהדות והאלוהים שלהם?! האם הרבנים שלהם באמת לא יודעים מכל זה, או שגם הם תומכים בעושק לחמם של הקשישים והנכים העניים המרודים?!",view comment
,176-4,אשר פרידמן,ID: 100000647951727,13/04/2021 10:36,2,,"חברים! לפני שיהיה מאוחר....סמנו לייק בדף הפייסבוק של- ""נִילְחָם חָזָק עַל הַגָּז"" והזמינו כמה שיותר חברים לסמן לייק בדף. זיכרו!!! פיקוח נפש דוחה סמלים.",view comment
,176-5,ציונה אושרת זוזות,ID: 100017055246108,13/04/2021 17:49,2,,מזעזע ואכזרי שכך מיתנהלים גורמים שאמורים לתת מענה הולם במסגרת החוק והסמכות הזויים ,view comment
177,,Amit Ben Sadon,ID: 1065903639,12/04/2021 18:12,0,,לגמרי יש את מי להאשים !! ,view comment
178,,Reuven Sosmanovich,ID: 1479372198,12/04/2021 18:12,2,,כמו שלא מעניין את   הנאשם ניצולי שואה כך לא מעניין אותו חיילים בשבי או פצועים.פשוט בושה שאדם כזה עדיין ראש ממשלה,view comment
179,,יחיאל שמו,ID: 100017336640619,12/04/2021 18:13,1,,"עצוב אך שצהל מתנהג ללוחמים ולנכי צה""ל ממש בושה יצאו לשמור על המדינה והם מפקים אותם",view comment
180,,Gil Arazi,ID: 734308213,12/04/2021 18:13,0,,??,view comment
181,,Avitzror Ayala,ID: 792248818,12/04/2021 18:14,0,,אגף השיקום חייב לעבור מהפכה אמיתית   !,view comment
182,,סיגל חן,ID: 1417763275,12/04/2021 18:15,0,,עצוב??????,view comment
183,,Tamar Sharvit,ID: 1071133441,12/04/2021 18:16,0,,זה צובט את הלב ועצוב שככה מסתיימת מלחמה של לוחם  שאפילו לא בחזית .מלחמה בגוף של פקידים חסרי לב ושכל .הלוואי ומישהו יקום וישנה את הגישה הנוראית של הגוף הזה ויקלו על הלוחמים בעתיד .,view comment
184,,Alon Ben Ezra,ID: 783422639,12/04/2021 18:16,0,,בושה וחרפה!,view comment
185,,Yarden Cohen,ID: 100000801543310,12/04/2021 18:16,4,,"תהילים פרק כא  לַמְנַצֵּחַ, מִזְמוֹר לְדָוִד.ב  יַעַנְךָ יְהוָה, בְּיוֹם צָרָה;    יְשַׂגֶּבְךָ, שֵׁם אֱלֹהֵי יַעֲקֹב.ג  יִשְׁלַח-עֶזְרְךָ מִקֹּדֶשׁ;    וּמִצִּיּוֹן, יִסְעָדֶךָּ.ד  יִזְכֹּר כָּל-מִנְחֹתֶךָ;    וְעוֹלָתְךָ יְדַשְּׁנֶה סֶלָה.ה  יִתֶּן-לְךָ כִלְבָבֶךָ;    וְכָל-עֲצָתְךָ יְמַלֵּא.ו  נְרַנְּנָה, בִּישׁוּעָתֶךָ--    וּבְשֵׁם-אֱלֹהֵינוּ נִדְגֹּל;יְמַלֵּא יְהוָה,    כָּל-מִשְׁאֲלוֹתֶיךָ.ז  עַתָּה יָדַעְתִּי--    כִּי הוֹשִׁיעַ יְהוָה, מְשִׁיחוֹ:יַעֲנֵהוּ, מִשְּׁמֵי קָדְשׁוֹ--    בִּגְבֻרוֹת, יֵשַׁע יְמִינוֹ.ח  אֵלֶּה בָרֶכֶב,    וְאֵלֶּה בַסּוּסִים;וַאֲנַחְנוּ,    בְּשֵׁם-יְהוָה אֱלֹהֵינוּ נַזְכִּיר.ט  הֵמָּה, כָּרְעוּ וְנָפָלוּ;    וַאֲנַחְנוּ קַּמְנוּ, וַנִּתְעוֹדָד.י  יְהוָה הוֹשִׁיעָה:    הַמֶּלֶךְ, יַעֲנֵנוּ בְיוֹם-קָרְאֵנוּ.",view comment
186,,Mark Besson,ID: 100002232454447,12/04/2021 18:16,1,,בטח התעללו בו כמו שהם יודעים ועכשיו רושמים סיבה לא ברורה ,view comment
187,,Meital Bachar,ID: 641719760,12/04/2021 18:17,0,,פשוט כאב לב! חייל שנרתם למען המדינה! והמדינה לא עשתה מספיק למענו ????,view comment
188,,מור לוי,ID: 100003280313297,12/04/2021 18:17,0,,הסיבה לא ברורה??....?סביר להניח כי מדובר באטימות אנשים העוסקים בדברעצוב מאוד ה' ישמור אותו וירפא אותו,view comment
189,,Rina Buzaglo,ID: 1548441654,12/04/2021 18:17,0,,"עצוב מאוד שאין מזור ותמיכה לחייל שלחם למען המדינה ??חיילים פצועי גוף ונפש צריכים להיות בראש סדר העדיפויות לפני בית לראש ממשלה, לפני צוללות ולפני נסיעות לחול של חברי כנסת! זה תקציב שחייב להיות מוקדש לרווחתם כואב ולא נתפס... אטימות",view comment
190,,Ayelet Abutbul,ID: 529262938,12/04/2021 18:17,0,,המדינה מנצלת וזורקת מה הלקח שילמד? לא ילמד הכל ימשיך כרגיל איכס,view comment
191,,Dagmar Paryente-Finkbeiner,ID: 100001258387272,12/04/2021 18:17,0,,כמה עצוב,view comment
192,,Ron Maymon Gali,ID: 100013368156745,12/04/2021 18:18,0,,"אבדנו ??מחבלים מרצחים יושבים פה בכלא וחיים כמו מלכים...אוכל, משחקי כדורגל, לימודים, ביקורי משפחות.... והחיילים שלנו קורעים את עצמם מסכנים את חייהם בשביל המדינה הזאת ומה הם מקבלים בחזרה? כשהם צריכים את המדינה היא מפנה עורף או עושה טובה שהיא עוזרת ....בזיון אין לי מילה אחרת ורפואה שלימה אמן????????",view comment
193,,רותי שמעון,ID: 100010828754713,12/04/2021 18:18,0,,עצוב ביותר כמה קשה שהמדינה מפקמרה את בניה הלוחמים ????????,view comment
194,,Ori Moses Ron,ID: 545948160,12/04/2021 18:19,0,,אוי זה כל כך נורא! מכל הבחינות,view comment
195,,Sally Gilboa,ID: 721858151,12/04/2021 18:19,1,,כמה עצב וכאב????????,view comment
196,,Karnit Kim,ID: 100001386508073,12/04/2021 18:19,1,,"פשוט עצוב שבשנת 2021 עדיין לא מכירים בptsd, לא חייבים למות מזה יש דרכים לשפר את איכות החיים...ליבי ותפילותי איתו, פשוט עצוב??",view comment
197,,Michal Rozman,ID: 1443589172,12/04/2021 18:19,1,,כל כך עצוב. מחלקת השיקום חייבת לעשות בדק בית עמוק. ,view comment
198,,Moshe Azulay,ID: 100049989016297,12/04/2021 18:20,0,,רפואה שלמה,view comment
199,,Orna Nof,ID: 100000165368219,12/04/2021 18:20,0,,מזעזע ??,view comment
200,,Alona Blonder,ID: 100003922363114,12/04/2021 18:20,0,,אמן שיקרה נס שיחלים אמן אמן,view comment
201,,שמחה ראש,ID: 100011672960278,12/04/2021 18:21,0,,כואב הלב,view comment
202,,Itamar Itush Saar,ID: 100000334460795,12/04/2021 18:21,6,,אם היה מחבל היה מקבל מליון דולר לחשבון וכל ההטבות האפשריות החיילים שלנו הפקר,view comment
203,,לילי לאה חכמון,ID: 100025582752235,12/04/2021 18:21,0,,עצוב,view comment
204,,Adam Bar Haim,ID: 701175397,12/04/2021 18:21,0,,המשך ישיר לפוסט שלך Ziv shilon זיו שילון על האפסים ״שמנהיגים״ את המדינה.בשביל כיסא הם יהפכו את העולם. אבל בשביל חיילים שישלמו בנפשם הם לא יעשו כלום.איך הפכנו לכאלה אטומים וחסרי לב? מתבייש בדגל. מתבייש במדינה.,view comment
205,,Yoni Chich,ID: 533537490,12/04/2021 18:22,0,,נסיך תהיה חזק ,view comment
206,,שירלי חדד בן ארדיטי,ID: 100008645971462,12/04/2021 18:22,0,,מזעזע,view comment
207,,בתאל באייה,ID: 100006438482274,12/04/2021 18:22,0,,"מסכן עצוב מאוד ????בעזרת השם מקווה שהוא ינצל,מדינה שזבלים מנהלים אותה אין ערך וכבוד ללוחמים שלנו כמה מקוממם ומרגיז",view comment
208,,Israel Sali Turjeman,ID: 660932691,12/04/2021 18:22,1,,משרד הביטחון פועל לפי שיטת מצליח .. אותי משכו קרוב ל10 שנים אחרי השחרור עד שפשוט הפסקתי לרוץ אחריהם .תעודת עניות למדינת ישראל .,view comment
209,,נורית בן נתן,ID: 100000779268170,12/04/2021 18:22,0,,מרתיח את הדם,view comment
210,,Alona Libertal Raz,ID: 751728744,12/04/2021 18:23,6,,"אין מילים.למעט מדינה שמבזה את גיבוריה, אם ניצולי השואה ואם גיבורי צה""ל.",view comment
,210-1,Amit Baruch,ID: 534658791,12/04/2021 18:43,0,,"איך הוא לא הסתפק ב4 הסכמי שלום וחיסונים,כמובן בציניות בושה למדינה ",view comment
,210-2,Alona Libertal Raz,ID: 751728744,13/04/2021 04:52,0,,Amit Baruch הסכמי נורמליזציה תמורת נשק ועבודה מאומצת של מנכלית פייזר ישראל.אבל בקטנה.,view comment
,210-3,Amit Baruch,ID: 534658791,13/04/2021 06:58,0,,צודקת לגמרי ,view comment
211,,מתן זמיר,ID: 100052109104291,12/04/2021 18:23,1,,המדינה חייבת להתחיל להתייחס  לאנשים פוסט טראומטים ברצינות ולעזור ולא לשכוח אותם עצוב נורא .קורא את זה אם דמעות בעיינים .,view comment
212,,Sonia Ohana,ID: 100000510026399,12/04/2021 18:24,1,,הם הגיבורים שלנו ואל כאלה צריך להתייחס אליהם.  אסור לשכוח אותם מאחור. עצוב מאוד שמגיעים למצב כזה. לחמו בגופם ונפצעו בגוף ונפש ??,view comment
213,,Orna Zechovoy,ID: 100009480911405,12/04/2021 18:25,4,,"איזה ביזיון. פשוט אי אפשר לעכל את מה שקוראים. איך יתכן  שבמדינה כמו שלנו שלקדושת החיים והערכה למשרתים אותה ובשבילה יש ערך עליון. ובסוף... זה מה שקורה.אני חושבת שהרבה אנשים צריכים הערב, לחשוב טוב, טוב, מה קורה פה. שלא יוכלו לעצום עין ולעשות חושבים לעצמם ולחברה.",view comment
214,,Elad Malka,ID: 1609459806,12/04/2021 18:25,0,,"התחלת את הפוסט באני פשוט לא מאמין, מה יש לא להאמין? המקרה שלי בהרבה פחות חמור משלו אבל לי יש תביעה על הצבא על קרע בצולבת . עבר 6 שנים מזמן הגשת התביעה אפילו דיון לא היה בנושא שלירפואה שלמה לבחור בעה..",view comment
215,,אורית מור,ID: 100023373608795,12/04/2021 18:25,0,,כואב הלב????,view comment
216,,שירלי שירה בן אנו,ID: 100001283384216,12/04/2021 18:27,5,,"אנשים משמיעים כל זעקה וקולם נופל על אוזניים ערלות.גיבור ישראל מצית את עצמו.אוי לנו שכך עלה בדורנו.הקב""ה יחזירו לאיתנו הראשון מהרה",view comment
217,,Natali Halabia Avramov,ID: 1145192970,12/04/2021 18:27,1,,אני פשוט בוכהכמה עצבכמה אטימותהלב שלי נשרף,view comment
218,,גרניט קדם,ID: 100000121922017,12/04/2021 18:27,8,,"עצוב וכואב מאוד!!מתפפלת לרפואתו של הלוחם הפצוע.לצערי, מכירה מקרוב מאוד את הביזוי וההשפלה שחווים פגועי ה- ptsd והלוחמים הפצועים עד שמקבלים הכרה.עוברים אינסוף וועדות וטירטורים ומלחמת התשה שגם ככה לא נשארו להם כוחות..""השיטה"" חייבת להשתנות ויפה שעה אחת קודם!!",view comment
219,,Sharon Shraga,ID: 1486039173,12/04/2021 18:27,14,,נערים שנתנו את חייהם ובריאותם למען המדינה בעוד אלפי נערים פחי אשפה אחרים בגילם משתמטים!!! ??הם ראויים שישאו אותם על כפיים!!! יתנו להם הכל בלי לשאול אפילו שאלה אחת!!! ככה!!!קם פה דור עצל ואגואיסטי שרואה ודואג רק לעצמו! ולמתי מעט שעוד אכפת מבטחון המדינה - נבגדים על ידיה! איזה מסר זה מעביר????,view comment
,219-1,Dasi Di Dorfman,ID: 706903142,13/04/2021 06:47,0,,Sharon Shraga אולי הם משתמטים כי הם רואים את היחס....  ,view comment
,219-1-1,Sharon Shraga,ID: 1486039173,13/04/2021 06:50,0,,"לדעתי זאת לא הסיבה, אפשר לשרת שירות משמעותי מבלי להיות בחזית הלחימה.",view comment
,219-2,אשר פרידמן,ID: 100000647951727,13/04/2021 10:41,1,,"חברים! לפני שיהיה מאוחר....סמנו לייק בדף הפייסבוק של- ""נִילְחָם חָזָק עַל הַגָּז"" והזמינו כמה שיותר חברים לסמן לייק בדף. זיכרו!!! פיקוח נפש דוחה סמלים.",view comment
220,,Rina Slavin,ID: 772968487,12/04/2021 18:28,0,,בלתי נתפס,view comment
221,,דינה אמסלם צח,ID: 100005677274590,12/04/2021 18:28,0,,הלב כואב.אגף השיקום.זה אגף המות.מדינה כפויית טובה שאסור לתת לה ולו יום אחד בשרות.,view comment
222,,Gila Korner,ID: 1060995251,12/04/2021 18:29,3,,"הלב בוכה.....בושה וחרפה למשרד הבטחון!!!!! בושה למדינה שכך מפקירה את טובי בניה שהקריבו את גופם ונפשם למענה!!!! חברים אל תיתממו הכתובת היתה על הקיר!!!! כל כתבה ביומן שישי על הלומי קרב, סיקור מוועדה בכנסת של הלום הקרב עידו גל רזון, או סיקור הפגנה של הלומי הקרב בצומת עזריאלי.....הכל נגמר בלא כלום!!! זה רק היה עניין של זמן...הידיעה שלהם שהמדינה מתנערת מהם, הייאוש התגבר, האכזבה והנטישה, הם הפכו להיות צל של עצמם. היו ידיעות מתוך  וועדות במשרד הבטחון שהמטרה היא להתיש אותם ולנפנף אותם....זה לא חדש. זה ככה כבר 73 שנה מאז קום המדינה. הלום קרבהוא חייל שנשלח על ידי המדינה להילחם ולהגן עליה, אם הוא לא נפצע פיזית או חלילה חלל, אז לא רואים עליו את הפציעה. אבל הנפש שלו מרוסקת. המראות הקשים, הטראומה, הריחות, הוא חי אותם יום יום שעה שעה. הוא חי את הטראומה ואינו מצליח להתאושש ולנהל אורח חיים נורמאלי. לא לתפקד, לא להתפרנס, ברוב המקרים לא להקים משפחה. חי/מת. והמדינה????? נאבקת בו. להוריד לו את אחוזי הנכות או לא להכיר בו בכלל. אם תעשו גוגל תבינו איך החברה' האחה חיים, עם מה המשפחות שלהם מתמודדות והכי גרוע איך המדינה משרד הבטחון הורגים אותם שוב ושוב בכל וועדה מבישה!!! המקרה של הלום הקרב שהצית את עצמו היום במשרד הבטחון יהיה על המצפון שלכם לדיראון עולם!!!! תתביישו",view comment
223,,Rivka Cohen,ID: 100000529572750,12/04/2021 18:29,0,,משרד הביטחון ,view comment
224,,יהודית וינדיש אלגלי,ID: 100000501586267,12/04/2021 18:30,2,,עצוב וכואב חייל שנלחם למען מדינת ישראל צריך להתחנן כדי לקבל טיפול,view comment
225,,Nofar Bason,ID: 836118426,12/04/2021 18:30,0,,פשוט נשבר הלב,view comment
226,,Haim Axakalov,ID: 100002066347432,12/04/2021 18:30,0,,עצוב עצוב עצובשמישהו כבר יטפל בהםפוליטיקיאים פח אשפה,view comment
227,,Paz Alster Physiotherapist,ID: 100000809213715,12/04/2021 18:31,3,,"מחריד, מפקירים את הטובים ביותר, התורמים ביותר, הזכאים ביותר.בושה למדינה שהגיעה לזה, בושה לנו",view comment
228,,Rami Sasonov,ID: 1352787310,12/04/2021 18:32,1,,ככה זה במדינת ישראלמגייסים בכוח ואז כשחייל נפצע זורקים אותו כמו כלב.בושה למדינה ובושה לצבא.,view comment
229,,דינה אמסלם צח,ID: 100005677274590,12/04/2021 18:32,0,,צריך לצאת לרחובות .לא חייבים רק הנכים הם ללא כח.כולנו ביחד לצעוק צעקה שתקרע את הרקיע השביעי.ריבונו של עולם!!!!!! חייל לוחם שנתן את כולו נזרק ככלב ללא התחשבות.איזה אנשים יש שם? איך הם למדו לקרוע ללוחמים את החיים? איך אלוהים? ,view comment
230,,Dana Klein,ID: 100001205001796,12/04/2021 18:32,1,,עוד משרד ממשלתי שצריך לנער ולטלטל,view comment
231,,Etty Meidan Rosenthal,ID: 850379287,12/04/2021 18:32,0,,עצוב שככה עדיין מתייחסים לפצועי צה״לבושה וכלימה,view comment
232,,Yehuda Haim Eldad,ID: 100049516913359,12/04/2021 18:33,2,,בושה שככה משרד הביטחון מתנהג  לאנשים שהוא שלח לקרב.  והם לא חזרו משם באמת. בושה .,view comment
233,,Meytal Shohat,ID: 100000449310275,12/04/2021 18:33,0,,"משרד הבטחון הוא משרד בזיוני, כמה שפחות לתת וכמה שיותר לאמלל את הנכים שנלחמו ונפצעו אם זה פיזי ואם זה נפשי! מקווה מאד שיהיו בשורות טובות ורפואה שלמה לאיציק, והלוואי והמקרה הזמן יזעזע ויזיז משהו במשרד הזה",view comment
234,,Amir Beer,ID: 100035868750280,12/04/2021 18:33,0,,Yakov Beykevin ,view comment
235,,Yael Arad,ID: 100000987685900,12/04/2021 18:34,0,,נורא,view comment
236,,Ben Mizrahi,ID: 1739696378,12/04/2021 18:34,0,,אלה האחרונים שצריכים לתזז אותם ולחסוך מהם את כל הבירוקרטיה וכל מה שדרוש ??,view comment
237,,Moran Levi,ID: 1800113345,12/04/2021 18:35,0,,קראתי לרפואתו!!! בשורות טובות ??????,view comment
238,,Tsiyona Konforty,ID: 1342771039,12/04/2021 18:36,0,,"ראיתי את הכתבה , עצוב. מדינה שמפקירה את הלוחמים שלה שנלחמו והקריבו וחיים את הקרבות והסיוטים ביום יום , ועל כל זה משרד הביטחון עוד מערים קשיים במקום לחבק אותם , עצוב מאוד . רפואה שלמה . אמן ????",view comment
239,,Alon Ashkenazi,ID: 1073241248,12/04/2021 18:36,1,,ואוטוטו עם כל המשואות והתפארת וההזנחהוהאטימותואוזלת היד והאדישות והקרירות והצביעות מי ייתן ויזכו הלומי הקרב לאוזן קשבת לשיחה בגובה העיניים וגובה הלב .,view comment
240,,Miri Moryosef,ID: 1379562360,12/04/2021 18:38,0,,עצוב מאוד,view comment
241,,Orli Malka,ID: 1300815843,12/04/2021 18:40,10,,זה כל כך מכעיס!!!!שמחבלים מקבלים במדינה הכל!!רופאים מומחים תרופות ....ואדם שנתן את הנשמה שלו למדינה הנשמה שלו נשארה שם עם הדם והגופות של החברים המדינה מעמידה אותו בעוד וועדות ועוד רופאיםמושכים עוד ועוד כאילו שהוא לא סבל מספיק לא עבר מספיק למרר להם את פיסת החיים הקטנה שנשארה להם בושה למדינה ??????,view comment
,241-1,Rikal Cohen,ID: 616750026,12/04/2021 22:43,1,,Orli Malka בדיוק ??קורע את הלב,view comment
242,,Or-ly Shapira,ID: 100001796055133,12/04/2021 18:40,0,,נורא נורא כואב,view comment
243,,Keren Elia,ID: 1046724757,12/04/2021 18:40,1,,"עוד שר הביטחון והמנכ""ל דורשים לחקור!!!אולי במקום זה יתחילו להתחייס לפצועי צה""ל ולהלומים בפרט כמו שצריך ולא כמו ""המיץ של הזבל""",view comment
244,,רם מנור,ID: 100001559287374,12/04/2021 18:40,2,,מקרה עצוב.הן הטרטור שאנשים כאלה צריכים לעבור.והן המקרה ההצתה.מעדיף לתת את עלות הסיכות לטיפול ועזרה למקרים כאלה.עצוב,view comment
245,,Yael Simcha Ofir Okavi,ID: 100001141320339,12/04/2021 18:40,0,,ממש עצוב. החלמה מהירה.,view comment
246,,Smadar Tessler Shmidov,ID: 1250821028,12/04/2021 18:42,0,,טרגדיה זוועתית,view comment
247,,זוהרית מדר,ID: 100000611564629,12/04/2021 18:43,0,,ה ישמור איזה עצוב שחייל שנתן את עצמו למדינה מגיע למצב נפשי כזה שהוא מצית את עצמו כדי לקבל יחס! משרד הביטחון בושה וחרפה תעודת עניות שתהיה לו רפואה שלימה אמן??,view comment
248,,Shany Ofek-Levy,ID: 639257518,12/04/2021 18:43,1,,"בעצב גדול אני בהחלט מאמינה... תהומות הייאוש שוועדות הללו גורמות..  השקרים... הטרטורים... ההשתקה... לא יכולה לדמיין אדם שבאמת זקוק לעזרה ויכול לעמוד בזה בלי להתמוטט ... כמה אפשר לשאת את זה... גם פציעות קלות ו""רגילות"" הם מצליחים לייאש.  אנשים מוותרים על אחוזים. הכרה. עזרה. טיפול ..  כי הוועדות האלו נועדו לשבור אנשים. וכולם יודעים את זה. כולם. בושה למדינת ישראל. נפשו וגופו הפגועים על הידיים של כולנו.",view comment
,248-1,Amit Wolberg Avivi,ID: 1749858313,12/04/2021 19:03,0,,Shany Ofek-Levy לגמרי,view comment
249,,אביטל צ׳צ׳ק,ID: 100006759704495,12/04/2021 18:43,1,,"וואו, זה נורא. זה מצמרר, אסור שזה יקרה יותר אף פעם. עורי עור מולדת אהובה תדאגי למי שדאג לך קודםמתביישת וכועסת ",view comment
250,,תמר חדד,ID: 100000924468614,12/04/2021 18:43,0,,עצוב תיהיו חזקים למען המשפחות שלכם שאוהבים ודואגים כל כך למען הלב של אמאתיהיו חזקים ??,view comment
251,,Sharon Regev,ID: 590836368,12/04/2021 18:44,1,,מאז שאני זוכרת את עצמי ואני כבר לא בת 30... יש רק סיפורים קדים על אגף השיקום של משהבט.צריך לחדש את כולו ולבצע שינויים קשים כולל כוח אדם.,view comment
252,,Yaakov Gutman,ID: 100000104594240,12/04/2021 18:44,1,,"ביזיון לאגף שיקום נכיםגוף מיותר שפוגע בנכי צה""ל",view comment
253,,Shlomi Gazael,ID: 100000636851902,12/04/2021 18:45,1,,"אדם שנלחם למעננו , למען המדינה , למה הוא צריך להגיע למצב כזה שהוא מרגיש אין לו תקווה .איך המדינה מפקירה את החיילים שנלחמו למענה.מזה ביותר !",view comment
254,,Isabelle Sarah Balouka Medioni,ID: 759694838,12/04/2021 18:46,1,,"פשוט עצוב מאוד ??החיילים הם הילדים שלנו שומרים עלינו נלחמים בשבילנו ...שנמשיך ליחיות  בארץ ""היחיד שלנו""  *אין לנו ארץ אחרת ""????....",view comment
255,,Orna Etzion,ID: 100000674171415,12/04/2021 18:46,0,,אין מילים ..הלב מתרסק,view comment
256,,Irisi Zajonce,ID: 100000259566183,12/04/2021 18:46,31,,אני מאשימה.אני מאשימה אטימות של מערכתאני מאשימה שילטון וזילזול בחיי האזרח הקטן. אני מאשימה חוסר כבוד האדם.אני מאשימה גרגרנות וטומאה בכל אגף ובכל משרד.אני מאשימה!!!!!!!!!!אין דבר נוראי מבחור שמגיע למצב כזה!!!! ועוד בעבור הגנה עלינו. מתביישת... ומבקשת מחילה,view comment
,256-1,Istvan Mados,ID: 100000169905811,14/04/2021 05:54,1,,Iris Zajonce מאשימה הראשי זה ביבי,view comment
257,,Shifra Shahar,ID: 1431537126,12/04/2021 18:46,4,,״מסיבה שאינה ברורה״ ??!!הכרתי את איציק שניםהעמותה בראשותי עזרה לו מאד עוד בהיותו חייל אחרי הטראומה הנוראית בצוק איתן וגם אחרי השחרורנורא!!,view comment
,257-1,משה רוט,ID: 100001455458210,13/04/2021 05:05,0,,Shifra Shahar כמה שאת צודקת ,view comment
258,,Inbal Marom,ID: 100012970685783,12/04/2021 18:46,0,,קורע את הלב ??,view comment
259,,Karnit Moran,ID: 1796285751,12/04/2021 18:46,1,,"עצוב מאד מאד! הלב נשבר ??ברור שיש את מי להאשים, את אלו שסירבו לעזור לו והיו קשיי עורף ובגלל שלא עבד בתקופת הקורונה הפסיקו לו את הקצבה, מסכן כזה.אחרי שנלחם למען המדינה, פשוט בלתי נתפס שככה המדינה מוקירה לחיילים שנלחמו בשבילה, בושה וחרפה למדינה שלנו! למה הוא צריך לשלם את המחיר גם בגופו כדי שמישהו יתעורר שם?? ",view comment
260,,מיטל דבוש,ID: 100001152958360,12/04/2021 18:48,0,,עצובבב המדינה פשוט מפקירה אותם.,view comment
261,,אריק פלג,ID: 100002318704477,12/04/2021 18:48,0,,מדינה חרא בושה של מדינה במקום שידאגו לנכים הם דואגים לכיסאות שלהם די מספיק עד מתי לכו תעזבו אותנו תנו לנו מישהו שינהיג וידאג למי שצריך באמת לדאוג ולא לחשבונות בנק שלכם ולא לכיסאות שלכם כולכם שם בממשלה זבלים,view comment
262,,ענבל ברין,ID: 100000045973521,12/04/2021 18:49,3,,"גוף אטום מזלזל עד משפיל ומביא את אותם אנשים שהקריבו את גופם ונפשם למעשה  קיצון שכזה!בושה בושה בושה!!!רפואה שלמהובשורות טובות בע""ה??",view comment
,262-1,איה רוטבך,ID: 100018773264468,12/04/2021 21:01,1,,ענבל ברין צודקת בכל מילה בושהוכלימה,view comment
263,,Tsipi Karlik,ID: 803639653,12/04/2021 18:49,0,,ממש נורא,view comment
